LAKE_ID,X_Coordina,Y_Coordina,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,EPA_REGION,L3_KEY,L2_KEY,L1_KEY,NUMID,COMID,PERMANENT_,GNIS_NAME,STATE_ABBR,ACRES,MAXFT,DEPTHSRC,TYPENUM,TYPE,T3_TR2_A3,T3TR2A3D2,T4_TR2_A3,T4TR2A3D2,OUT_TEMP3,OUT_TEMP4,CONF_TEMP3,CONF_CC_W,OUT_TROPCL,CONF_TROP,OUT_ALKCL,CONF_ALKCL,DEPTH_CL,OVERRIDE,Hab_guide,typestr,GNIS_NAME_,Long,Lat,ELV_M,NUM_DAMS,NIDSTOR,CIRCLE,PPT,TMAX,TMIN,TMEAN,TMIN1,TMIN2,TMIN3,TMIN4,TMIN5,TMIN6,TMIN7,TMIN8,TMIN9,TMIN10,TMIN11,TMIN12,TMEAN1,TMEAN2,TMEAN3,TMEAN4,TMEAN5,TMEAN6,TMEAN7,TMEAN8,TMEAN9,TMEAN10,TMEAN11,TMEAN12,TMAX1,TMAX2,TMAX3,TMAX4,TMAX5,TMAX6,TMAX7,TMAX8,TMAX9,TMAX10,TMAX11,TMAX12,PPT1,PPT2,PPT3,PPT4,PPT5,PPT6,PPTM7,PPT8,PPT9,PPT10,PPT11,PPT12,CACO3L,CACO3H,CECL,CECH,SLOPEL,SLOPEH,WTDEPL,WTDEPH,ROCKDEPL,ROCKDEPH,HGA,HGB,HGC,HGD,HGAD,HGBD,HGCD,HGAC,HGBC,HGVAR,KFACT,KFACT_UP,PERML,PERMH,AWCL,AWCH,BDL,BDH,OML,OMH,CLAYL,CLAYH,NO4L,NO4H,NO200L,NO200H,NO10L,NO10H,NO4AVE,NO200AVE,NO10AVE,CLAY,SILT,SAND,GEOV100,GEOV200,GEOV300,GEOV400,GEOV500,GEOV600,GEOV700,GEOV800,GEOV888,GEOV900,BFI_BUFMN,IMPPER,LC1kV21,LC1kV22,LC1kV23,LC1kV24,LC1kV31,LC1kV32,LC1kV41,LC1kV42,LC1kV43,LC1kV52,LC1kV71,LC1kV81,LC1kV82,LC1kV90,LC1kV95,LC1kdevl,lc1kdevh,LC1kag,LC1kwet,LC1kfor,LC1kNAt,LC1kind,GAPV0,GAPV1,GAPV2,GAPV3,LC100MV21,LC100MV22,LC100MV23,LC100MV24,LC100MV31,LC100MV32,LC100MV41,LC100MV42,LC100MV43,LC100MV52,LC100MV71,LC100MV81,LC100MV82,LC100MV90,LC100MV95,LC100devl,lc100devh,LC100kag,LC100wet,LC100kfor,LC100NAt,LC100ind,SOILV1,SOILV2,SOILV3,SOILV4,soilcmMN,slp1kMN,LF1kV3,LF1kV4,LF1kV5,LF1kV11,LF1kV13,LF1kV21,LF1kV22,LF1kV23,LF1kV24,LF1kV30,LF1kV31,LF1kV32,LF1kV39,LF1kV41,LF1kV43,LF1kV44,DivDASqKM,CumPrecip,CumTemp,incEROM_01,incEROM_02,incEROM_03,incEROM_04,incEROM_05,incEROM_06,incEROM_07,incEROM_08,incEROM_09,incEROM_10,incEROM_11,incEROM_12,incEROM_MA,IncrPrecip,IncrPrec_1,IncrPrec_2,IncrPrec_3,IncrPrec_4,IncrPrec_5,IncrPrec_6,IncrPrec_7,IncrPrec_8,IncrPrec_9,IncrPre_10,IncrPre_11,IncrPre_12,IncrTempMA,IncrTempMM,IncrTemp_1,IncrTemp_2,IncrTemp_3,IncrTemp_4,IncrTemp_5,IncrTemp_6,IncrTemp_7,IncrTemp_8,IncrTemp_9,IncrTem_10,IncrTem_11,awc_avgN,bd_avgN,bfi_avgN,caco3h_avg,caco3l_avg,cech_avgN,cecl_avgN,clay_avgN,ct_avgN,elevcm_avg,geol_100N,geol_200N,geol_300N,geol_400N,geol_500N,geol_600N,geol_700N,geol_800N,geol_900N,hga_avgN,hgac_avgN,hgad_avgN,hgb_avgN,hgbc_avgN,hgbd_avgN,hgc_avgN,hgcd_avgN,hgd_avgN,imp11_perN,kfact_avgN,kfactup_av,lf_03N,lf_04N,lf_05N,lf_11N,lf_13N,lf_21N,lf_22N,lf_23N,lf_24N,lf_30N,lf_31N,lf_32N,lf_39N,lf_41N,lf_43N,lf_44N,nid_storN,nlcd11_11N,nlcd11_21N,nlcd11_22N,nlcd11_23N,nlcd11_24N,nlcd11_31N,nlcd11_41N,nlcd11_42N,nlcd11_43N,nlcd11_52N,nlcd11_71N,nlcd11_81N,nlcd11_82N,nlcd11_90N,nlcd11_95N,nlcd11_agN,nlcd11_dev,nlcd11_for,nlcd11_NAt,nlcd11_wet,no10_avgN,no200_avgN,no4_avgN,om_avgN,perm_avgN,rckdeph_av,rckdepl_av,sand_avgN,silt_avgN,slope_avgN,ss_1N,ss_2N,ss_3N,ss_4N,wtdep_avgN,PRIMPUR,ECOREG,CPLAIN
0101DEL0025,-78.8703,42.932999,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28332,15568327, , ,NY,30.444889,9.8,NY DEC profile database,16,"16. Warm to Cool, Eutrophic, Alkaline",CCW_EH_H,CCW_EH_H_Pond,W_EH_H,W_EH_H_Pond,CCW,W,Known,Known,EH,Known,H,Known,Pond, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_16.pdf,16, ,-78.868563,42.932592,175,1,-999,1.907106,1001.400024,13.87,4.13,9,-7.69,-7.43,-3.94,1.89,7.58,13.51,16.33,15.69,11.61,5.78,0.73,-4.49,-3.91,-3.19,0.86,7.52,13.57,19.09,21.540001,21,17,10.69,4.89,-0.9,-0.13,1.06,5.65,13.14,19.559999,24.67,26.76,26.299999,22.389999,15.6,9.05,2.7,72.32,60.970001,69.709999,79.279999,85.529999,89.339996,85.620003,84.18,98.510002,87.150002,97.059998,91.519997,0.491,1.551,0.996,2.668,0.28,6.74,2.34,2.655,28,29,32.5,22.5,32.5,12.5,0,0,0,0,0,0,0.312,0.338,1.931,6.47,0.101,0.159,1.203,1.487,0.798,2.639,12.136,27.149,75.766,90.981,37.01,71.698,71.891,88.954,83.3735,54.354,80.4225,19.6425,47.9431,32.4144,0,0,100,0,0,0,0,0,0,0,35.013139,38.327161,37.030774,24.38282,28.170443,10.415962,0,0,0,0,0,0,0,0,0,0,0,61.413595,38.586405,0,0,0,0,84.646601,100,0,0,0,50.70922,34.751773,12.411348,2.12766,0,0,0,0,0,0,0,0,0,0,0,85.460993,14.539007,0,0,0,0,78.634752,0,2.481013,97.518987,0,116.191055,1.023477,0,0,0,0,0,0.456034,0.067342,0.004051,0.006751,0.123038,0,0.07038,0.268861,0,0,0,66.7926,100807.2391,867.6483,4.44653,4.79171,13.37616,7.32074,2.89165,2.01316,1.28879,1.09622,1.20919,1.03189,3.57466,5.17301,3.02964,99006.89844,6901.060059,5584.180176,7174.930176,7698.129883,8038.939941,9807.5,7896.810059,9101.009766,10214.7002,8218.290039,9488.679688,8882.530273,869.28302,-437.412994,-381.700989,80.146698,687.35199,1340.23999,1860.680054,2157.889893,2074.580078,1659.800049,1045.040039,460.540009,-114.286003,0.131806,1.352927,34.695476,1.977635,0.466029,2.913695,1.130259,20.739933,561.935934,20331.59362,0,0,89.562616,10.437384,0,0,0,0,0,28.994457,0.028431,0.142156,21.623385,0,0,35.648147,0.01528,13.548224,43.19474,0.310656,0.344068,0,0,0,0.001347,0,41.829035,1.801547,0.051203,0.055246,14.844908,3.572102,1.358234,36.288301,0,0,0,0,0.13879,17.31614,38.211119,26.43706,12.76848,0.028297,1.55631,0.020212,0.056593,0.157652,0.095669,0.838117,0.885278,1.366319,0.123966,1.723395,94.7328,1.633115,3.376721,1.490285,80.175822,55.548988,83.166229,1.770341,3.82615,31.977635,30.846459,30.681804,48.578263,3.602417,2.463872,8.627599,88.908529,0,2.377937,Other: height <=15ft,GLK,PLAIN
0102AKR0013,-78.357597,42.8675,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28345,15568403, ,Akron Reservoir,NY,57.203742,29.5,NY DEC profile database,13,"13. Warm to Cool, Oligo-Mesotrophic, Alkaline",CCW_OM_H,CCW_OM_H_Lake,W_OM_H,W_OM_H_Lake,CCW,W,Known,Known,OM,Known,H,Known,Lake, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_13.pdf,13,Akron Reservoir,-78.357074,42.867864,371,1,-999,1.836885,1000.159973,13.05,2.44,7.75,-9.41,-9.2,-5.72,0.99,6.56,11.94,14.28,13.31,9.39,3.93,-0.62,-6.14,-5.17,-4.4,-0.28,6.83,12.71,17.84,20.049999,19.25,15.31,9.31,3.77,-2.26,-0.92,0.41,5.16,12.66,18.860001,23.74,25.809999,25.190001,21.23,14.68,8.16,1.62,71.629997,55.5,63.369999,78.440002,81.720001,97.739998,96.639999,87.589996,107.919998,89.57,93.040001,77,0,0,3.623,8.545,8.98,22.25,2.57,3.07,43.1,50.2,0,5,77,9,0,0,9,0,0,0,0.257,0.257,0.559,1.978,0.105,0.166,1.166,1.466,1.226,3.427,12.907,25.821,54.271,82.947,29.988,69.007,46.901,77.173,68.609,49.4975,62.037,19.364,60.4231,20.2129,100,0,0,0,0,0,0,0,0,0,37,0.197932,2.694945,0,0,0,0,0,49.051188,2.455749,7.781853,6.841014,2.025195,12.868761,7.08021,7.765907,1.435178,2.694945,0,19.948971,9.201084,59.28879,77.356084,11.995694,100,0,0,0,0,0,0,0,0,0,37.321937,3.988604,16.524217,21.082621,3.133903,0,0,10.541311,7.407407,0,0,0,17.948718,57.834758,100,0,0,0,100,0,78.979959,2.119886,0,0,0,0,0,0.255614,0.199713,0.024208,0.010511,0.145883,0.075808,0.178054,0.10129,0.00223,0.001115,0.000796,6.6024,99277.33834,766.083235,-0.00569,-0.11867,-10.74741,0.12779,-0.30577,0.34677,0.11764,0.48227,0.52192,-1.01457,-0.51152,0.02202,0.44707,98394.70313,6740.109863,5335.75,6700.870117,7692.640137,7826.470215,10955.5,8752.519531,8765.719727,11083.29981,8351.370117,8565.209961,7624.680176,775.921997,-552.882019,-473.147003,30.2549,657.853027,1299.920044,1796.25,2029.849976,1927.319946,1528.52002,940.98999,356.852997,-224.283997,0.139078,1.353567,37,5.592,0.282,7.536232,3.24709,22.705897,308.972469,39518.60433,100,0,0,0,0,0,0,0,0,0,0,0,7.717435,0,0,72.7729,6.282582,13.2271,0.150627,0.269379,0.300906,0,0,0,0.013631,0.013631,26.035987,18.484188,2.358233,0.858779,14.640131,6.556707,15.239913,12.145583,0.149945,0.013631,0.013631,26.224173,2.6036,2.835333,0,0,0,0,38.358779,1.6494,3.884951,3.87132,0.436205,26.213195,10.905125,7.26554,1.976554,37.118321,2.835333,43.89313,57.442748,9.242094,66.975265,54.506983,72.512693,2.259504,1.043604,52.434324,46.75341,18.828095,58.466024,11.9578,0,0,100,0,2.328905,Water supply,GLK,PLAIN
0102ATT0020A,-78.226601,42.7859,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28350,15568453, ,Attica Reservoir,NY,175.885202,19.7,NY DEC profile database,16,"16. Warm to Cool, Eutrophic, Alkaline",CCW_EH_H,CCW_EH_H_Lake,W_EH_H,W_EH_H_Lake,CCW,W,Known,Known,EH,Known,H,Known,Lake, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_16.pdf,16,Attica Reservoir,-78.227232,42.786123,486,1,2520,1.655801,1087.569946,12.19,2.22,7.21,-9.86,-9.47,-6.04,0.87,6.7,11.83,13.91,12.94,8.96,3.82,-0.81,-6.5,-5.81,-4.92,-0.9,6.37,12.47,17.459999,19.459999,18.709999,14.74,8.91,3.26,-2.87,-1.75,-0.37,4.24,11.86,18.23,23.08,24.940001,24.469999,20.52,14,7.32,0.77,74,58.830002,72.82,82.440002,95.639999,114.230003,106.639999,100.209999,104.07,99.650002,95.080002,84.519997,0,0,3.623,8.545,8.98,22.25,2.57,3.07,43.1,50.2,0,5,77,9,0,0,9,0,0,0,0.257,0.257,0.559,1.978,0.105,0.166,1.166,1.466,1.226,3.427,12.907,25.821,54.271,82.947,29.988,69.007,46.901,77.173,68.609,49.4975,62.037,19.364,60.4231,20.2129,0,0,0,100,0,0,0,0,0,0,40.335591,0.171996,3.098044,0.133641,0,0,0,0,35.074718,3.498967,13.570648,3.669056,0.182237,21.35828,12.17349,5.151257,2.089661,3.231685,0,33.53177,7.240918,52.144332,63.236545,19.189649,100,0,0,0,0,0,0,0,0,0,31.977819,17.744917,29.205176,0,0,1.109057,0,8.133087,11.829945,0,0,1.109057,19.963031,78.927911,98.890943,0.554528,0,17.126604,82.873396,0,65.06778,2.8623,0,0,0,0,0,0.16058,0.304353,0.021644,0.030713,0.091052,0.069407,0.25659,0.060459,0.000121,0,0,6.0435,106846.7772,697.018452,0.65564,0.69638,-2.94034,1.56451,0.68677,0.93896,0.52353,0.90139,0.69654,0.4968,0.82203,0.75358,1.22656,106550,7085.77002,5678.379883,7459.779785,8283.790039,8845.679688,11514.7002,9977.179688,9640.330078,11370.7002,9151.030273,9266.080078,8276.240234,701.5,-647.68103,-548.364014,-62.362801,582.827026,1239.680054,1729.359985,1962.229981,1863.849976,1463.819946,879.103027,272.433014,-315.595001,0.1355,1.316,40.734602,0,0,8.545,3.623,19.364,187.793378,50646.26479,0,0,0,100,0,0,0,0,0,0,0,0,5,0,0,77,9,9,0.255249,0.257,0.257,0,0,0,0,0,19.106478,25.435592,1.518987,1.236039,8.041698,8.101266,20.655249,3.946389,0,0,0,77.558421,11.49665,3.886821,0.089352,0,0,0,25.390916,2.397617,12.196575,4.125093,0.104244,14.519732,17.468354,6.001489,2.323157,31.988086,3.976173,39.985108,52.539092,8.324646,62.037,49.4975,68.609,2.3265,1.2685,50.2,43.1,20.2129,60.4231,15.615,0,12.182399,87.817601,0,2.82,Water supply,HAP,MNT
0102DIV0015,-78.399399,43.0411,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28240,15566969, ,Divers Lake,NY,4.766185,23,NY DEC profile database,16,"16. Warm to Cool, Eutrophic, Alkaline",CCW_EH_H,CCW_EH_H_Lake,W_EH_H,W_EH_H_Lake,CCW,W,Known,Known,EH,Known,H,Known,Lake, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_16.pdf,16,Divers Lake,-78.398547,43.041178,239,0,-999,1.258285,939.320007,13.83,3.69,8.76,-8.24,-7.95,-4.32,1.96,7.6,13.22,15.72,14.89,10.97,5.17,0.33,-5.13,-4.17,-3.47,0.75,7.64,13.6,18.9,21.24,20.49,16.530001,10.29,4.64,-1.36,-0.1,1.02,5.81,13.32,19.6,24.58,26.75,26.08,22.09,15.4,8.95,2.42,62.66,52.360001,64.900002,77,81.080002,91.220001,86.870003,84.730003,97.059998,81.970001,84.739998,74.730003,0,2.96,7.557,15.825,1.73,6.86,2.755,3.54,18.22,34.4,0,34,31,29,0,0,6,0,0,0,0.323,0.352,0.428,1.902,0.116,0.194,1.206,1.496,1.073,3.875,17.744,35.967,68.662,98.519,33.8,85.808,62.599,94.909,83.5905,59.804,78.754,26.8555,49.0822,24.0623,0,0,50.814566,49.185434,0,0,0,0,0,0,36.106826,1.188336,2.665706,3.049952,0,0,0,0,8.837656,0.480307,0.768491,0,0,19.380403,64.145053,0.67243,0,5.715658,0,83.525456,0.67243,10.086455,10.758886,46.049472,100,0,0,0,0,0,0,0,0,0,37.5,0,6.818182,0,0,19.318182,36.363636,0,0,0,0,55.681818,0,44.318182,44.318182,27.840909,0,57.559809,42.440191,0,112.718182,1.868359,0,0,0,0.000958,0.003115,0.36368,0.135841,0.023718,0.002156,0.169861,0.01126,0.150455,0.132726,0.001437,0.001677,0.001677,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.194,1.496,36.106826,2.96,0,15.825,7.557,26.8555,-9999,-9999,0,0,50.814566,49.185434,0,0,0,0,0,0,0,0,34,0,0,31,6,29,1.188336,0.323,0.352,0,0,0,0.000958,0.003115,0.36368,0.135841,0.023718,0.002156,0.169861,0.01126,0.150455,0.132726,0.001437,0.001677,0.001677,-999,-9999,2.665706,3.049952,0,0,0,8.837656,0.480307,0.768491,0,0,19.380403,64.145053,0.67243,0,83.525456,5.715658,10.086455,10.758886,0.67243,78.754,59.804,83.5905,3.875,1.902,34.4,18.22,24.0623,49.0822,6.86,0,57.559809,42.440191,0,3.54,-999,GLK,PLAIN
0103UWB5343,-78.859001,42.847099,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28458,15581021, , ,NY,18.945453,0.1,EPA Hollister,16,"16. Warm to Cool, Eutrophic, Alkaline",CCW_EH_H,CCW_EH_H_Pond,W_EH_H,W_EH_H_Pond,CCW,W,1. High,1. High,EH,1. High,H,1. High,Pond, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_16.pdf,16, ,-78.856687,42.847733,176,0,-999,2.360299,1003.369995,13.22,4.5,8.86,-7.38,-7.25,-3.81,1.9,7.94,13.75,16.85,16.15,12.23,6.28,1.38,-4.04,-3.82,-3.2,0.6,7.04,13.21,18.709999,21.280001,20.690001,16.860001,10.61,5.08,-0.7,-0.25,0.85,5,12.17,18.469999,23.66,25.709999,25.219999,21.48,14.93,8.77,2.65,71.910004,60.84,68.43,78.709999,88.5,85.57,83.57,86.620003,99.410004,87.75,99,93.059998,0,3.667,0.171,0.678,0.032,3.105,2.126,2.163,14.421,14.842,0,30,10,0,50,0,0,10,0,0,0.293,0.33,1.17,6.224,0.053,0.135,1.297,1.784,0.167,1.634,5.435,28.562,47.73,99.146,13.574,84.184,42.73,97.454,73.438,48.879,70.092,16.9985,52.737,30.2645,0,0,25.681659,74.318341,0,0,0,0,0,0,35,23.467048,2.189055,6.218905,21.716418,18.134328,5.447761,0.472636,7.512438,0,1.343284,8.383085,9.751244,0,0,8.756219,10.074627,8.40796,45.298507,0,18.830846,8.855721,46.293532,51.604478,12.5,0,87.5,0,0,1.287554,12.875536,2.575107,0,0,33.476395,0,0,12.875536,18.025751,0,0,18.88412,0,1.287554,15.450644,0,18.88412,33.476395,83.261803,16.416309,0,85.024068,14.975932,0,53.142347,0.723724,0,0,0,0,0,0.198192,0.085535,0.002086,0.001623,0.090635,0.231803,0.034539,0.274687,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.135,1.784,35,3.667,0,0.678,0.171,16.9985,-9999,-9999,0,0,25.681659,74.318341,0,0,0,0,0,0,10,50,30,0,0,10,0,0,23.467048,0.293,0.33,0,0,0,0,0,0.198192,0.085535,0.002086,0.001623,0.090635,0.231803,0.034539,0.274687,0,0,0,-999,-9999,2.189055,6.218905,21.716418,18.134328,5.920397,7.512438,0,1.343284,8.383085,9.751244,0,0,8.756219,10.074627,0,53.706467,8.855721,46.293532,18.830846,70.092,48.879,73.438,1.634,6.224,14.842,14.421,30.2645,52.737,3.105,0,85.024068,14.975932,0,2.163,-999,GLK,PLAIN
0104CLE0100,-78.852997,42.553501,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28477,15581067, ,Clear Lake,NY,49.457749,29.5,NY DEC profile database,16,"16. Warm to Cool, Eutrophic, Alkaline",CCW_EH_H,CCW_EH_H_Lake,W_EH_H,W_EH_H_Lake,CCW,W,Known,Known,EH,Known,H,Known,Lake, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_16.pdf,16,Clear Lake,-78.852579,42.553469,368,1,1000,2.406315,1116.819946,13.41,2.36,7.89,-9.4,-9.21,-5.74,0.8,6.16,11.77,14.08,13.25,9.36,3.92,-0.58,-6.13,-4.99,-4.19,-0.1,7.01,12.79,17.93,20.09,19.35,15.44,9.5,3.94,-2.15,-0.57,0.84,5.55,13.22,19.42,24.09,26.09,25.450001,21.51,15.07,8.45,1.83,77.209999,62.110001,77.589996,83.199997,91.379997,100.57,109.029999,95.650002,115.610001,99.889999,105.099998,99.480003,0,0,3.623,8.545,8.98,22.25,2.57,3.07,43.1,50.2,0,5,77,9,0,0,9,0,0,0,0.257,0.257,0.559,1.978,0.105,0.166,1.166,1.466,1.226,3.427,12.907,25.821,54.271,82.947,29.988,69.007,46.901,77.173,68.609,49.4975,62.037,19.364,60.4231,20.2129,0,0,0,100,0,0,0,0,0,0,37.146284,0.236384,2.854007,0.164654,0.137211,0,0,0,19.346872,18.674533,6.819429,0.548847,0.411635,19.717344,24.753019,6.064764,0.507683,3.018661,0.137211,44.470362,6.572448,44.840834,52.373765,24.636389,100,0,0,0,0,0.495049,0,0,0,0,9.405941,60.891089,24.257426,0,0,0,0.990099,2.475248,1.485149,0.495049,0,0.990099,3.960396,94.554455,98.514851,0.866336,0,9.397984,90.602016,0,64.452057,2.494363,0,0,0,0.000408,0,0.319989,0.200027,0.043301,0.043164,0.076389,0.049156,0.163807,0.091639,0.00531,0.00177,0.001498,13.0113,114235.6255,754.762969,-0.02938,-0.28722,-17.17656,0.22761,-0.23148,-0.22521,0.0574,0.00738,-0.34695,-2.2744,-1.14978,0.03502,0.03696,112010,7823.040039,6032.759766,8108.859863,8572.290039,8725.349609,10674.90039,10317.2002,10103.2002,11833.59961,9365.379883,10482,9972.219727,777.976013,-545.976013,-475.951996,28.0485,656.138977,1297.02002,1781.119995,2025.979981,1934.839966,1533.040039,954.091003,364.835999,-215,0.1355,1.316,37.055895,0,0,8.545,3.623,19.364,255.122585,40393.49781,0,0,0,100,0,0,0,0,0,0,0,0,5,0,0,77,9,9,0.3094,0.257,0.257,0,0,0,0.020751,0,36.224666,16.511033,2.351802,2.268797,11.19181,2.967421,15.888497,10.811372,0.034585,0.006917,0.006917,13.22557,1.81919,2.974338,0.214429,0.076088,0,0,18.828249,11.779761,3.264854,0.089922,0.193678,28.048696,29.21768,2.586982,0.906135,57.266376,3.264854,33.872864,37.649582,3.493118,62.037,49.4975,68.609,2.3265,1.2685,50.2,43.1,20.2129,60.4231,15.615,0,7.749753,92.250247,0,2.82,Water supply,GLK,PLAIN
0104CRY0147,-78.343399,42.463699,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS,28516,15581941, ,Crystal Lake,NY,27.836716,10.04,EPA Hollister,17,"17. Warm to Cool, Eutrophic, Circumneutral",CCW_EH_M,CCW_EH_M_Lake,W_EH_M,W_EH_M_Lake,CCW,W,1. High,1. High,EH,1. High,M,Known,Lake, ,https://easterndivision.s3.amazonaws.com/Freshwater/Lakes/lake_type_17.pdf,17,Crystal Lake,-78.342373,42.462643,536,0,-999,1.316399,1112.439941,12.62,0.899999,6.76,-10.61,-10.46,-6.92,-0.41,4.68,10.16,12.26,11.4,7.79,2.24,-1.79,-7.32,-5.95,-4.95,-0.92,6.05,11.67,16.700001,18.700001,17.969999,14.22,8.22,2.99,-3.04,-1.28,0.57,5.08,12.5,18.66,23.24,25.190001,24.540001,20.639999,14.2,7.76,1.24,74.330002,56.759998,75.610001,87.900002,95.839996,122.040001,115.559998,102.739998,110.309998,93.57,96.5,83.980003,0,1,1.941,6.652,3.02,8.1,4.35,5.04,57.5,57.5,61.053,28.421,0,0,0,0,10.526,0,0,0,0.224,0.279,3.967,11.719,0.057,0.115,1.31,1.577,0.373,1.243,5.613,17.055,40.585,73.865,13.507,50.223,35.559,70.075,57.225,31.865,52.817,11.334,48.997,39.669,0,0,0,100,0,0,0,0,0,0,36.333141,0.267034,3.263808,0.386249,0,0,0,0,58.613364,4.982619,7.840865,2.510622,0.482811,6.295867,11.993048,1.757435,1.87331,3.650058,0,18.288915,3.630745,71.436848,78.061027,11.882001,100,0,0,0,16.062176,4.663212,0,0,0,0,24.870466,14.507772,4.663212,4.663212,0,0,0,3.626943,26.943005,20.725389,0,0,30.569948,44.041451,79.274611,15.544041,0,1.114956,98.885044,0,107.110342,4.695285,0,0,0,0.000192,0.000192,0.141841,0.219873,0.193158,0.068806,0.08745,0.048434,0.114165,0.105708,0.004036,0.004997,0.000769,1.6533,107442,654.150024,0.34056,0.16951,0.44612,2.14578,2.11193,1.39849,0.74902,0.41886,2.01101,3.94709,1.35248,0.67959,0.97711,107442,6514.490234,5439.379883,7574.160156,8475.580078,9197.389648,12433.5,10591,9971.139648,11081.5,9102.169922,9106.290039,7955.370117,654.150024,-670.340027,-564.302002,-61.528599,556.226013,1164.869995,1640.23999,1868.430054,1782.680054,1401.869995,814.409973,246.781006,-329.044006,0.12228,1.35005,36,1,0,8.09468,3.22287,17.2193,51.1704,58884,0,0,0,100,0,0,0,0,0,14.5238,0,0,10.5716,0,0,58.6826,9.36302,6.85901,0.391399,0.24915,0.262876,0,0,0,0,0.054437,16.439848,23.40773,25.63963,2.340773,5.334785,4.191617,7.240065,6.804573,0.489929,0.816549,0,0,6.36908,2.286336,0.707676,0,0,0,66.793685,4.735983,7.076756,2.123027,0.762112,0.217746,4.354927,0.381056,4.191617,4.572673,2.994012,78.606424,86.064235,4.572673,59.5745,44.7882,65.5686,1.92094,3.02442,51.9366,46.5256,25.4093,57.3714,12.9295,0,0,100,0,3.32078,-999,HAP,MNT
