OBJECTID,REACHCODE,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,FID,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID_12,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode_1,FType,FCode,Shape_Leng,LkAcres,Perimeter,Lake_ID,Location_I,Long,Lat,Region,County,Type,LocType,Shape_Le_1,Shape_Area,ReachNew
4124,W02050103001507,3.303303303000000,5.705705706,0,0,0,0,32.432432429999999,0.000000000000000,7.507507508000000,0,0,50.75075075,0,0.000000000000000,0.3003003,43856,43857,0,43856,13056,8100315,8/24/2009 0:00:00,3,948426,Lake Diana,0.016000000000000,0.000000000000000,02050103001507,390,39004,0.005275630038120,3.890062886760000,533.075065786999970, , ,0.000000000000000,0.000000000000000,0, , , ,0.005275630586160,0.000001717065608,W02050103001507
4125,W02050103001508,15.602836880000000,0,0,0,0,0.354609929,71.985815599999995,0.000000000000000,1.773049645000000,0,0,0.709219858,0,3.191489362000000,6.382978723,43113,43114,1,43113,12313,8100393,9/29/1999 0:00:00,3, , ,0.054000000000000,0.000000000000000,02050103001508,390,39004,0.010239695577500,13.316900000000000,953.569433721999990,0603UWB5254,0603UWB5254_C,-76.129699700000003,42.166301699999998,7,Tioga,Lake,Centroid,0.010239695964300,0.000005874775286,W02050103001508
4126,W02050103001509,1.892744479000000,0,0,0,0,0,25.236593060000001,6.624605678000000,10.410094640000001,0,3.785488959,49.52681388,0,2.208201893000000,0.315457413,41809,41810,1,41809,11009,8100333,9/29/1999 0:00:00,3, , ,0.019000000000000,0.000000000000000,02050103001509,390,39004,0.006508308169560,4.636146388000000,659.675876326999970,0603UWB5045,0603UWB5045_C,-76.330703700000001,42.197898899999998,7,Tioga,Lake,Centroid,0.006508309448010,0.000002046078949,W02050103001509
4127,W02050103001510,0.258397933000000,0,0,0,0,0.258397933,66.666666669999998,0.775193798000000,22.480620160000001,0,1.291989664,5.426356589,0,0.000000000000000,2.842377261,43117,43118,1,43117,12317,8100411,9/29/1999 0:00:00,3, , ,0.017000000000000,0.000000000000000,02050103001510,390,39004,0.006138843411630,4.124279110560000,556.836205910999980,0603UWB5224,0603UWB5224_C,-76.112701400000006,42.162300100000003,7,Broome,Lake,Centroid,0.006138843502420,0.000001819332592,W02050103001510
4128,W02050103001511,2.922077922000000,11.36363636,0.649350649,0,0,0,57.792207789999999,0.000000000000000,17.207792210000001,0,0,3.896103896,0,6.168831169000000,0,43774,43775,0,43774,12974,8100403,9/29/1999 0:00:00,3, , ,0.012000000000000,0.000000000000000,02050103001511,390,39004,0.004799625831240,2.956767667600000,459.063018526000010, , ,0.000000000000000,0.000000000000000,0, , , ,0.004799626611640,0.000001304340507,W02050103001511
4129,W02050103001513,10.220673639999999,5.691056911,0.116144019,0,0,0,30.429732869999999,7.781649245000000,35.540069690000003,0,0,6.271777003,0,2.322880372000000,1.62601626,43112,43113,1,43112,12312,8100391,9/29/1999 0:00:00,3, , ,0.012000000000000,0.000000000000000,02050103001513,390,39004,0.004465076207870,2.848242395740000,436.289901171000000,0603OAK5255,0603OAK5255_C,-76.159896900000007,42.167701700000002,7,Tioga,Lake,Centroid,0.004465075369400,0.000001256516823,W02050103001513
4130,W02050103001514,4.336734694000000,1.530612245,0.510204082,0,0,0,52.551020410000000,1.530612245000000,21.173469390000001,1.785714286,0,12.5,0,2.040816327000000,2.040816327,41815,41816,1,41815,11015,8100357,9/29/1999 0:00:00,3, , ,0.018000000000000,0.000000000000000,02050103001514,390,39004,0.006172323380260,4.371559433000000,548.150083010999990,0603UWB5050,0603UWB5050_C,-76.279296900000006,42.184101099999999,7,Tioga,Lake,Centroid,0.006172323049820,0.000001928939263,W02050103001514
4131,W02050103001515,1.955990220000000,1.222493888,0,0,0,0,21.271393639999999,10.146699269999999,21.271393639999999,0,0,39.85330073,0,4.156479218000000,0.122249389,43114,43115,1,43114,12314,8100395,9/29/1999 0:00:00,3, , ,0.014000000000000,0.000000000000000,02050103001515,390,39004,0.005434479337780,3.467659319570000,541.350567061999980,0603UWB5257,0603UWB5257_C,-76.167602500000001,42.166400899999999,7,Tioga,Lake,Centroid,0.005434478769420,0.000001529740302,W02050103001515
4132,W02050103001516,10.447761190000000,0,0,0,0,0,11.940298510000000,14.925373130000001,35.820895520000001,0,0,26.86567164,0,0.000000000000000,0,43773,43774,1,43773,12973,8100401,9/29/1999 0:00:00,3, , ,0.014000000000000,0.000000000000000,02050103001516,390,39004,0.004771384522000,3.380053179840000,436.830817147000000,0603UWB5256,0603UWB5256_C,-76.163101200000000,42.164501199999997,7,Tioga,Lake,Centroid,0.004771384088220,0.000001491052878,W02050103001516
4133,W02050103001517,0.352167788000000,10.46329629,1.612145876,0.414775395,0.023477853,0.344341838,23.305681640000000,5.838159336000000,21.278760370000001,0.790421036,1.181718579,32.67334481,0.09391141,1.369541399000000,0.258256378,43132,43133,1,43132,12332,8100457,9/29/1999 0:00:00,3, , ,0.044000000000000,0.000000000000000,02050103001517,390,39004,0.010877699221600,10.897600000000001,1069.127665060000000,0603PAT5222,0603PAT5222_C,-76.018096900000003,42.137199400000000,7,Broome,Lake,Centroid,0.010877698214100,0.000004805542732,W02050103001517
4134,W02050103001519,3.508771930000000,0,0,0,0,0,41.520467840000002,4.678362573000000,48.538011699999998,0,1.169590643,0,0,0.000000000000000,0.584795322,43111,43112,1,43111,12311,8100389,9/29/1999 0:00:00,3, , ,0.015000000000000,0.000000000000000,02050103001519,390,39004,0.005468194205190,3.687732779950000,524.423715870000020,0603UWB5262,0603UWB5262_C,-76.205497699999995,42.167701700000002,7,Tioga,Lake,Centroid,0.005468193518600,0.000001626838115,W02050103001519
4135,W02050103001520,2.393617021000000,28.72340426,9.308510638,3.457446809,0.531914894,0,3.723404255000000,0.000000000000000,7.712765957000000,0,7.978723404,13.03191489,8.510638298,10.638297870000001,3.989361702,43532,43533,1,43532,12732,8100311,9/29/1999 0:00:00,3, , ,0.025000000000000,0.000000000000000,02050103001520,390,39004,0.011336443150300,6.146090876890000,1014.216379050000000,0603UWB5077,0603UWB5077_C,-76.494903600000001,42.210998500000002,7,Tioga,Lake,Centroid,0.011336443604600,0.000002712820905,W02050103001520
4136,W02050103001521,5.976095618000000,15.93625498,0.398406375,0,0,0,7.968127490000000,0.000000000000000,8.366533864999999,5.179282869,0,52.98804781,0,0.000000000000000,3.187250996,41807,41808,1,41807,11007,8100329,9/29/1999 0:00:00,3,952809,Hill Top Lake,0.021000000000000,0.000000000000000,02050103001521,390,39004,0.006520492929670,5.280801826080000,679.473297267000020,0603HIL5067,0603HIL5067_C,-76.417900099999997,42.199401899999998,7,Tioga,Lake,Centroid,0.006520494214620,0.000002330553688,W02050103001521
4137,W02050103001522,1.785714286000000,11.16071429,0,0,0,2.232142857,23.660714290000001,4.017857143000000,36.160714290000001,0,0.446428571,20.08928571,0,0.000000000000000,0.446428571,43109,43110,1,43109,12309,8100379,9/29/1999 0:00:00,3, , ,0.010000000000000,0.000000000000000,02050103001522,390,39004,0.004013169647150,2.502859202380000,377.324071828000000,0603UWB5049,0603UWB5049_C,-76.265098600000002,42.174198199999999,7,Tioga,Lake,Centroid,0.004013170184260,0.000001104218128,W02050103001522
4138,W02050103001523,1.932367150000000,8.212560386,0,0,0,0,64.251207730000004,2.898550725000000,13.043478260000001,0,0,5.797101449,0,3.381642512000000,0.483091787,41808,41809,1,41808,11008,8100331,9/29/1999 0:00:00,3, , ,0.016000000000000,0.000000000000000,02050103001523,390,39004,0.005387922018210,3.920480715030000,530.345417261999960,0603UWB5066,0603UWB5066_C,-76.434196499999999,42.199199700000001,7,Tioga,Lake,Centroid,0.005387922751400,0.000001730194628,W02050103001523
4139,W02050103001524,3.364485981000000,12.14953271,0.186915888,0,0,1.308411215,35.514018690000000,12.149532710000001,26.728971959999999,0.186915888,0,7.289719626,0,0.000000000000000,1.121495327,43127,43128,1,43127,12327,8100439,9/29/1999 0:00:00,3, , ,0.021000000000000,0.000000000000000,02050103001524,390,39004,0.006538541012820,5.285116292950000,647.138079349000010,0603UWB5221,0603UWB5221_C,-76.087799099999998,42.145698500000002,7,Broome,Lake,Centroid,0.006538540976220,0.000002330823197,W02050103001524
4140,W02050103001525,0.000000000000000,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,84.615384620000000,15.38461538,41804,41805,0,41804,11004,8100317,9/29/1999 0:00:00,3, , ,0.006000000000000,0.000000000000000,02050103001525,390,39004,0.003032838421490,1.448371541450000,297.642204868000020, , ,0.000000000000000,0.000000000000000,0, , , ,0.003032839492370,0.000000639259718,W02050103001525
4141,W02050103001526,6.779661017000000,0,0,0,0,0,35.593220340000002,0.000000000000000,1.694915254000000,0,0,52.54237288,0,3.389830508000000,0,43116,43117,1,43116,12316,8100399,9/29/1999 0:00:00,3, , ,0.008000000000000,0.000000000000000,02050103001526,390,39004,0.003626811392360,1.888534563510000,337.787187710000010,0603UWB5265,0603UWB5265_C,-76.225303600000004,42.164600399999998,7,Tioga,Lake,Centroid,0.003626811678530,0.000000833075669,W02050103001526
4142,W02050103001527,3.464203233000000,3.233256351,0.230946882,0,0,0,64.896073900000005,0.000000000000000,23.094688219999998,0,2.540415704,0,0,0.923787529000000,1.616628176,41810,41811,1,41810,11010,8100335,9/29/1999 0:00:00,3, , ,0.018000000000000,0.000000000000000,02050103001527,390,39004,0.005637932505550,4.341197395870000,534.583292756999980,0603UWB5065,0603UWB5065_C,-76.437400800000006,42.195999100000002,7,Tioga,Lake,Centroid,0.005637931491600,0.000001915764923,W02050103001527
4143,W02050103001529,3.048780488000000,0,0,0,0,0,20.731707320000002,0.000000000000000,2.439024390000000,0,0,68.90243902,0,0.000000000000000,4.87804878,43120,43121,1,43120,12320,8100423,9/29/1999 0:00:00,3, , ,0.015000000000000,0.000000000000000,02050103001529,390,39004,0.005376476192320,3.819527888110000,519.795516425999950,0603UWB5249,0603UWB5249_C,-76.172996499999996,42.152000399999999,7,Tioga,Lake,Centroid,0.005376476714320,0.000001684584504,W02050103001529
4144,W02050103001530,17.045454549999999,0,0,0,0,0,4.545454545000000,0.000000000000000,19.318181820000000,0,0,59.09090909,0,0.000000000000000,0,43118,43119,1,43118,12318,8100417,9/29/1999 0:00:00,3, , ,0.021000000000000,0.000000000000000,02050103001530,390,39004,0.006772499586070,5.168918468820000,646.646641946000050,0603UWB5260,0603UWB5260_C,-76.206703200000007,42.157901799999998,7,Tioga,Lake,Centroid,0.006772499554430,0.000002279890268,W02050103001530
4145,W02050103001531,6.896551724000000,12.06896552,0,0,0,0,6.896551724000000,0.000000000000000,0.000000000000000,0,0,74.13793103,0,0.000000000000000,0,43125,43126,1,43125,12325,8100435,9/29/1999 0:00:00,3, , ,0.012000000000000,0.000000000000000,02050103001531,390,39004,0.004620736715110,2.930243436100000,428.182035813000030,0603UWB5247,0603UWB5247_C,-76.171997099999999,42.147998800000003,7,Tioga,Lake,Centroid,0.004620736627890,0.000001292290087,W02050103001531
4146,W02050103001532,0.000000000000000,22.22222222,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,22.22222222,0,0.000000000000000,55.55555556,41806,41807,1,41806,11006,8100323,9/29/1999 0:00:00,3, , ,0.004000000000000,0.000000000000000,02050103001532,390,39004,0.002780297769430,1.077745117970000,267.399638163000020,0603UWB5080,0603UWB5080_C,-76.534103400000006,42.203300499999997,7,Tioga,Lake,Centroid,0.002780298270160,0.000000475638043,W02050103001532
4147,W02050103001533,1.951219512000000,0,0,0,0,0,36.097560979999997,9.268292683000000,35.121951220000000,0,0,5.853658537,0,0.000000000000000,11.70731707,43028,43029,0,43028,12228,8100353,9/29/1999 0:00:00,3, , ,0.026000000000000,0.000000000000000,02050103001533,390,39004,0.010324853556000,6.465813843000000,960.925218130999950, , ,0.000000000000000,0.000000000000000,0, , , ,0.010324854306800,0.000002852836024,W02050103001533
4148,W02050103001534,8.741258740999999,0,0,0,0,0,13.986013990000000,4.195804196000000,19.930069929999998,0,0,53.14685315,0,0.000000000000000,0,43129,43130,1,43129,12329,8100445,9/29/1999 0:00:00,3, , ,0.029000000000000,0.000000000000000,02050103001534,390,39004,0.008536882315280,7.048876658350000,783.778023309999980,0603UWB5250,0603UWB5250_C,-76.153701799999993,42.141899100000003,7,Tioga,Lake,Centroid,0.008536882945590,0.000003108403153,W02050103001534
4149,W02050103001535,36.170212769999999,17.0212766,0,0,0,0,23.404255320000001,0.000000000000000,19.148936169999999,0,0,2.127659574,0,2.127659574000000,0,41813,41814,1,41813,11013,8100343,9/29/1999 0:00:00,3, , ,0.021000000000000,0.000000000000000,02050103001535,390,39004,0.006132629149680,5.276083945430000,586.909372626000050,0603UWB5064,0603UWB5064_C,-76.488998400000000,42.191699999999997,7,Tioga,Lake,Centroid,0.006132629362030,0.000002328114462,W02050103001535
4150,W02050103001536,1.111111111000000,0,0,0,0,3.333333333,44.444444439999998,0.000000000000000,16.666666670000001,0,8.888888889,25.55555556,0,0.000000000000000,0,43643,43644,1,43643,12843,8100453,9/29/1999 0:00:00,3, , ,0.013000000000000,0.000000000000000,02050103001536,390,39004,0.004378119162070,3.180245419730000,424.139663899000030,0603UWB5251,0603UWB5251_C,-76.149902299999994,42.139198299999997,7,Tioga,Lake,Centroid,0.004378119114080,0.000001402364149,W02050103001536
4151,W02050103001537,10.739856800000000,6.603023071,9.785202864,8.353221957,4.216388226,34.44709626,16.547334920000001,0.000000000000000,7.796340493000000,0.397772474,0.238663484,0.875099443,0,0.000000000000000,0,43105,43106,1,43105,12305,8099887,7/4/1999 0:00:00,3, , ,0.070000000000000,0.000000000000000,02050103001537,390,39004,0.018166475204500,17.409500000000001,1537.814328770000000,0603UWB5147,0603UWB5147_C,-75.989196800000002,42.112098699999997,7,Broome,Lake,Centroid,0.018166475683200,0.000007674102465,W02050103001537
4152,W02050103001538,62.500000000000000,0,0,0,0,9.375,0.000000000000000,0.000000000000000,0.000000000000000,9.375,0,0,0,0.000000000000000,18.75,43104,43105,1,43104,12304,8099885,7/4/1999 0:00:00,3, , ,0.015000000000000,0.000000000000000,02050103001538,390,39004,0.005892519973790,3.711798057530000,524.863626105999970,0603UWB5148,0603UWB5148_C,-75.992103599999993,42.113201099999998,7,Broome,Lake,Centroid,0.005892521151680,0.000001636189446,W02050103001538
4153,W02050103001539,1.950718686000000,3.798767967,0,0,0,0.102669405,34.907597539999998,4.312114990000000,28.439425050000001,1.334702259,0.410677618,20.94455852,0.924024641,1.334702259000000,1.540041068,41816,41817,1,41816,11016,8100359,9/29/1999 0:00:00,3, , ,0.035000000000000,0.000000000000000,02050103001539,390,39004,0.009441800527920,8.604160324380000,921.294939614999980,0603UWB5069,0603UWB5069_C,-76.433998099999997,42.181198100000003,7,Tioga,Lake,Centroid,0.009441801490890,0.000003796082344,W02050103001539
4154,W02050103001540,10.000000000000000,0,0,0,0,0,0.000000000000000,12.500000000000000,27.500000000000000,0,0,40,0,0.000000000000000,10,43641,43642,0,43641,12841,8100381,9/29/1999 0:00:00,3, , ,0.008000000000000,0.000000000000000,02050103001540,390,39004,0.003882347541300,2.009800326440000,351.483378119000010, , ,0.000000000000000,0.000000000000000,0, , , ,0.003882347986930,0.000000886602664,W02050103001540
4155,W02050103001541,8.602150538000000,4.301075269,0,0,0,0,29.032258060000000,0.000000000000000,48.387096769999999,0,0,4.301075269,0,0.000000000000000,5.376344086,41814,41815,1,41814,11014,8100347,9/29/1999 0:00:00,3, , ,0.012000000000000,0.000000000000000,02050103001541,390,39004,0.004856117999670,2.986984374360000,466.136190322000000,0603UWB5063,0603UWB5063_C,-76.497001600000004,42.187500000000000,7,Tioga,Lake,Centroid,0.004856117538490,0.000001317933896,W02050103001541
4156,W02050103001542,5.493630573000000,2.308917197,0,0,0,0.27866242,36.027070060000000,3.622611465000000,38.893312100000003,0.517515924,0.238853503,11.1066879,0.358280255,0.517515924000000,0.636942675,43108,43109,1,43108,12308,8100377,9/29/1999 0:00:00,3,949653,Empire Lake,0.114000000000000,0.000000000000000,02050103001542,390,39004,0.015352733229200,28.184799999999999,1485.948948080000000,0603EMP5070,0603EMP5070_C,-76.426299999999998,42.171699500000003,7,Tioga,Lake,Centroid,0.015352732934000,0.000012433245141,W02050103001542
4157,W02050103001543,1.365187713000000,13.65187713,0.341296928,0,0,0,19.112627990000000,1.365187713000000,13.993174059999999,0,0.341296928,44.02730375,0,2.389078498000000,3.412969283,43128,43129,1,43128,12328,8100441,9/29/1999 0:00:00,3, , ,0.012000000000000,0.000000000000000,02050103001543,390,39004,0.005048495367060,2.966810531910000,469.295739766000000,0603UWB5242,0603UWB5242_C,-76.226303099999996,42.143398300000001,7,Tioga,Lake,Centroid,0.005048495862770,0.000001308292692,W02050103001543
4158,W02050103001544,9.565217390999999,13.91304348,0.869565217,0,0,0,11.304347829999999,0.000000000000000,33.913043479999999,0,0.869565217,29.56521739,0,0.000000000000000,0,43131,43132,1,43131,12331,8100449,9/29/1999 0:00:00,3, , ,0.016000000000000,0.000000000000000,02050103001544,390,39004,0.005038652827490,3.976896263260000,488.266637242000000,0603UWB5243,0603UWB5243_C,-76.213798499999996,42.139999400000001,7,Tioga,Lake,Centroid,0.005038652623080,0.000001753631699,W02050103001544
4159,W02050103001545,0.956632653000000,21.74744898,21.49234694,15.625,9.948979592,5.676020408,4.017857143000000,3.188775510000000,13.201530610000001,0.701530612,0.701530612,0.12755102,0.255102041,0.063775510000000,2.295918367,43644,43645,1,43644,12844,8100483,9/29/1999 0:00:00,3, , ,0.025000000000000,0.000000000000000,02050103001545,390,39004,0.007410899593500,6.209365415690000,691.481689139999960,0603UWB5126,0603UWB5126_C,-76.002799999999993,42.105701400000001,7,Broome,Lake,Centroid,0.007410899361170,0.000002736810240,W02050103001545
4160,W02050103001546,3.448275862000000,0,0,0,0,0,5.747126437000000,16.091954019999999,43.678160920000003,0,0,31.03448276,0,0.000000000000000,0,43115,43116,1,43115,12315,8100397,9/29/1999 0:00:00,3, , ,0.013000000000000,0.000000000000000,02050103001546,390,39004,0.004590146157890,3.089711186420000,459.950791025000000,0603UWB5071,0603UWB5071_C,-76.406600999999995,42.162399299999997,7,Tioga,Lake,Centroid,0.004590146293220,0.000001362790416,W02050103001546
4161,W02050103001547,1.041666667000000,5.208333333,0,0,0,0,47.916666669999998,0.000000000000000,6.250000000000000,0,0,39.58333333,0,0.000000000000000,0,43133,43134,1,43133,12333,8100465,9/29/1999 0:00:00,3, , ,0.013000000000000,0.000000000000000,02050103001547,390,39004,0.004857485909030,3.246011120320000,442.437466009999980,0603UWB5244,0603UWB5244_C,-76.215103099999993,42.132198299999999,7,Tioga,Lake,Centroid,0.004857485450810,0.000001431172173,W02050103001547
4162,W02050103001548,6.060606061000000,0,0,0,0,0.606060606,21.212121209999999,0.000000000000000,15.757575760000000,0,0,53.93939394,0,0.606060606000000,1.818181818,43121,43122,1,43121,12321,8100425,9/29/1999 0:00:00,3, , ,0.016000000000000,0.000000000000000,02050103001548,390,39004,0.005572642572570,3.852288614630000,554.005994074000000,0603UWB5040,0603UWB5040_C,-76.333000200000001,42.149700199999998,7,Tioga,Lake,Centroid,0.005572643164710,0.000001698862112,W02050103001548
4163,W02050103001549,11.842105260000000,20.1754386,57.89473684,1.315789474,0,0,2.631578947000000,0.000000000000000,3.508771930000000,0,0,0,0,0.438596491000000,2.192982456,43136,43137,1,43136,12336,8100479,9/29/1999 0:00:00,3,944469,Bosket Lake,0.031000000000000,0.000000000000000,02050103001549,390,39004,0.008984191824560,7.544534193430000,856.319107086000030,0603BOS0021,0603BOS0021_C,-76.074500999999998,42.107101399999998,7,Broome,Lake,Centroid,0.008984191528090,0.000003325283430,W02050103001549
4164,W02050103001550,5.500000000000000,6.5,2.5,0,0,0,2.500000000000000,3.000000000000000,37.500000000000000,0,0,41.5,0,0.000000000000000,1,43124,43125,1,43124,12324,8100431,9/29/1999 0:00:00,3,971892,Zorn Pond,0.064000000000000,0.000000000000000,02050103001550,390,39004,0.012245657631000,15.835599999999999,1256.699812090000000,0603ZOR5038,0603ZOR5038_C,-76.354301500000005,42.145301799999999,7,Tioga,Lake,Centroid,0.012245656623400,0.000006982957467,W02050103001550
4165,W02050103001551,0.495495495000000,5.720720721,0.135135135,0,0,0.585585586,32.657657659999998,0.270270270000000,6.306306306000000,0,1.441441441,48.64864865,0.18018018,1.261261261000000,2.297297297,43642,43643,0,43642,12842,8100443,9/29/1999 0:00:00,3, , ,0.064000000000000,0.000000000000000,02050103001551,390,39004,0.011018093815300,15.781800000000000,1105.860381330000100, , ,0.000000000000000,0.000000000000000,0, , , ,0.011018093711700,0.000006958647343,W02050103001551
4166,W02050103001552,18.840579710000000,8.212560386,0.483091787,0,0,0,20.772946860000001,0.966183575000000,34.782608699999997,0,11.5942029,2.415458937,0,0.000000000000000,1.93236715,43134,43135,1,43134,12334,8100475,9/29/1999 0:00:00,3, , ,0.038000000000000,0.000000000000000,02050103001552,390,39004,0.007967417665950,9.370932802110000,746.631244079000000,0603UWB5091,0603UWB5091_C,-76.218399000000005,42.111198399999999,7,Tioga,Lake,Centroid,0.007967417537740,0.000004130311194,W02050103001552
4167,W02050103001553,2.918287938000000,2.140077821,0,0,0,0,25.291828790000000,6.225680934000000,46.627756159999997,11.28404669,0.648508431,2.658884565,0,0.000000000000000,2.204928664,43119,43120,1,43119,12319,8100419,9/29/1999 0:00:00,3, , ,0.059000000000000,0.000000000000000,02050103001553,390,39004,0.012338627546000,14.652200000000001,1206.078859349999900,0603UWB5061,0603UWB5061_C,-76.484298699999997,42.152599299999999,7,Tioga,Lake,Centroid,0.012338627162100,0.000006461347293,W02050103001553
4168,W02050103001554,4.395604396000000,5.714285714,0.21978022,0,0,0,16.703296699999999,2.637362637000000,29.010989009999999,0,0.21978022,40.21978022,0,0.219780220000000,0.659340659,43130,43131,1,43130,12330,8100447,9/29/1999 0:00:00,3, , ,0.032000000000000,0.000000000000000,02050103001554,390,39004,0.007351081882120,7.884574637160000,723.815287420000000,0603UWB5062,0603UWB5062_C,-76.406898499999997,42.138000499999997,7,Tioga,Lake,Centroid,0.007351081857090,0.000003476342176,W02050103001554
4169,W02050103001555,1.851851852000000,8.333333333,0.925925926,0,0,0,9.259259259000000,35.185185189999999,27.777777780000001,0,1.851851852,14.81481481,0,0.000000000000000,0,43137,43138,1,43137,12337,8100481,9/29/1999 0:00:00,3, , ,0.018000000000000,0.000000000000000,02050103001555,390,39004,0.007467398362060,4.477883337330000,673.312056555000030,0603UWB5093,0603UWB5093_C,-76.208396899999997,42.104900399999998,7,Tioga,Lake,Centroid,0.007467398861840,0.000001973478201,W02050103001555
4170,W02050103001556,0.000000000000000,27.94117647,23.03921569,13.23529412,1.470588235,4.901960784,16.176470590000001,0.000000000000000,4.411764706000000,0,0,8.823529412,0,0.000000000000000,0,43144,43145,1,43144,12344,8100509,9/29/1999 0:00:00,3, , ,0.025000000000000,0.000000000000000,02050103001556,390,39004,0.008661594582420,6.263448569240000,837.664994621999990,0603UWB5123,0603UWB5123_C,-76.090202300000001,42.085399600000002,7,Broome,Lake,Centroid,0.008661594054560,0.000002759678071,W02050103001556
4171,W02050103001557,3.048780488000000,4.268292683,0,0,0,0.609756098,35.365853659999999,15.853658540000000,26.219512200000000,0,2.43902439,11.58536585,0,0.000000000000000,0.609756098,43122,43123,1,43122,12322,8100427,9/29/1999 0:00:00,3, , ,0.010000000000000,0.000000000000000,02050103001557,390,39004,0.005652062241800,2.501343540910000,493.327320993999990,0603UWB5057,0603UWB5057_C,-76.498001099999996,42.145999900000000,7,Tioga,Lake,Centroid,0.005652062369050,0.000001102935690,W02050103001557
4172,W02050103001558,5.135135135000000,1.891891892,0,0,0,0.27027027,22.702702700000000,20.270270270000001,34.054054049999998,0,1.891891892,5.135135135,0,2.162162162000000,6.486486486,43123,43124,1,43123,12323,8100429,9/29/1999 0:00:00,3, , ,0.028000000000000,0.000000000000000,02050103001558,390,39004,0.008992570183190,7.005253568500000,823.352128852999950,0603UWB5058,0603UWB5058_C,-76.494903600000001,42.145099600000002,7,Tioga,Lake,Centroid,0.008992569504580,0.000003088877042,W02050103001558
4173,W02050103001559,0.392670157000000,5.628272251,1.308900524,0,0,0,20.549738219999998,0.130890052000000,5.235602094000000,0,0,59.42408377,5.497382199,0.000000000000000,1.832460733,43775,43776,1,43775,12975,8100455,9/29/1999 0:00:00,3, , ,0.020000000000000,0.000000000000000,02050103001559,390,39004,0.005543156386570,5.059950545430000,554.993136457999980,0603UWB0001,0603UWB0001_C,-76.436798100000004,42.135299699999997,7,Tioga,Lake,Centroid,0.005543155931110,0.000002230836773,W02050103001559
4174,W02050103001560,39.473684210000002,0,0,0,0,0,0.000000000000000,0.000000000000000,47.368421050000002,0,0,13.15789474,0,0.000000000000000,0,43126,43127,1,43126,12326,8100437,9/29/1999 0:00:00,3, , ,0.013000000000000,0.000000000000000,02050103001560,390,39004,0.004744115465700,3.183587683450000,427.830982683999990,0603UWB5059,0603UWB5059_C,-76.489799500000004,42.142898600000002,7,Tioga,Lake,Centroid,0.004744116086950,0.000001403708811,W02050103001560
4175,W02050103001561,24.380165290000001,7.851239669,9.090909091,11.98347107,4.132231405,0.826446281,13.223140500000000,0.000000000000000,0.000000000000000,0,2.066115702,13.63636364,0,4.958677686000000,7.851239669,43140,43141,1,43140,12340,8100491,9/29/1999 0:00:00,3, , ,0.052000000000000,0.000000000000000,02050103001561,390,39004,0.010849341636700,12.768400000000000,1060.939131400000000,0603UWB5092,0603UWB5092_C,-76.221496599999995,42.097698200000004,7,Tioga,Lake,Centroid,0.010849342074700,0.000005626597296,W02050103001561
4176,W02050103001562,0.354609929000000,0,0,0,0,0.354609929,29.787234040000001,2.127659574000000,48.581560279999998,0,0,15.60283688,0,2.482269504000000,0.709219858,43147,43148,1,43147,12347,8100517,9/29/1999 0:00:00,3, , ,0.012000000000000,0.000000000000000,02050103001562,390,39004,0.004452987617330,3.005933503580000,416.813253013000010,0603UWB5108,0603UWB5108_C,-76.133102399999999,42.080299400000001,7,Tioga,Lake,Centroid,0.004452987598930,0.000001324298767,W02050103001562
4177,W02050103001563,1.156069364000000,3.034682081,0,0,0,0.144508671,5.780346821000000,10.549132950000001,23.699421970000000,0,1.156069364,51.58959538,0,0.000000000000000,2.89017341,43135,43136,1,43135,12335,8100477,9/29/1999 0:00:00,3, , ,0.015000000000000,0.000000000000000,02050103001563,390,39004,0.005178741663950,3.586895781750000,494.466336538000010,0603UWB5028,0603UWB5028_C,-76.324996900000002,42.104801199999997,7,Tioga,Lake,Centroid,0.005178742318240,0.000001580723020,W02050103001563
4178,W02050103001565,7.017543860000000,0,0,0,0,0,21.052631580000000,0.000000000000000,1.754385965000000,0,0,57.89473684,0,0.000000000000000,12.28070175,43145,43146,1,43145,12345,8100511,9/29/1999 0:00:00,3, , ,0.011000000000000,0.000000000000000,02050103001565,390,39004,0.004218831896160,2.695025878900000,391.546110030000020,0603UWB5102,0603UWB5102_C,-76.198898299999996,42.084598499999998,7,Tioga,Lake,Centroid,0.004218832621850,0.000001187371223,W02050103001565
4179,W02050103001566,12.000000000000000,4.8,0,0,0,0,4.800000000000000,0.000000000000000,6.400000000000000,0,0.8,68.8,0,0.800000000000000,1.6,43645,43646,1,43645,12845,8100501,9/29/1999 0:00:00,3, , ,0.018000000000000,0.000000000000000,02050103001566,390,39004,0.006358823421140,4.455147810590000,562.202196851000050,0603UWB5095,0603UWB5095_C,-76.243499799999995,42.090698199999999,7,Tioga,Lake,Centroid,0.006358822881540,0.000001962988883,W02050103001566
