OBJECTID,REACHCODE,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,FID,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID_12,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode_1,FType,FCode,Shape_Leng,LkAcres,Perimeter,Lake_ID,Location_I,Long,Lat,Region,County,Type,LocType,Shape_Le_1,Shape_Area,ReachNew
596,W02020002001069,2.409638554000000,0,0,0,0,0,80.696117799999996,5.622489960000000,8.406961178000000,0,0.053547523,0,0,2.757697456000000,0.053547523,33055,33056,1,33055,2255,22294028,11/9/1999 0:00:00,3,950152,Fish Ponds,0.072000000000000,0.000000000000000,02020002001069,390,39004,0.012464332063700,17.885999999999999,1221.152588080000000,1104FIS0287,1104FIS0287_C,-74.070602399999999,43.541698500000003,5,Warren,Lake,Centroid,0.012464332189100,0.000008066265142,W02020002001069
597,W02020002001070,2.447552448000000,0,0,0,0,0,54.895104900000000,14.335664339999999,26.398601400000000,0,0,0,0,1.748251748000000,0.174825175,33816,33817,0,33816,3016,22294050,11/9/1999 0:00:00,3, , ,0.024000000000000,0.000000000000000,02020002001070,390,39004,0.006431491240920,5.832018139800000,613.394781102000020, , ,0.000000000000000,0.000000000000000,0, , , ,0.006431491446630,0.000002629312679,W02020002001070
598,W02020002001073,8.265139116000000,0,0,0,0,0,67.184942719999995,9.656301146000001,6.219312602000000,0.654664484,0.490998363,0,0,6.792144026000000,0.736497545,33921,33922,1,33921,3121,22294058,11/9/1999 0:00:00,3,972132,Lizard Pond,0.129000000000000,0.000000000000000,02020002001073,390,39004,0.030930498961900,31.763200000000001,2662.020144980000200,1104LIX0197,1104LIX0197_C,-74.048797600000000,43.511398300000003,5,Warren,Lake,Centroid,0.030930500042000,0.000014317298780,W02020002001073
599,W02020002001074,1.616023671000000,0.099895047,0,0,0,0.001264494,68.555821100000003,11.576445000000000,8.776854696999999,0.155532795,1.244262357,0.001264494,0,7.573056156000000,0.399580188,33052,33053,0,33052,2252,22294010,11/9/1999 0:00:00,3, , ,0.007000000000000,0.000000000000000,02020002001074,390,39004,0.003853787779560,1.762530355850000,341.872557895999990, , ,0.000000000000000,0.000000000000000,0, , , ,0.003853788642070,0.000000795076084,W02020002001074
600,W02020002001075,10.765815760000001,0,0,0,0,0,63.207547169999998,4.994450610000000,11.986681470000001,0,0.166481687,0,0,7.269700333000000,1.609322974,33058,33059,1,33058,2258,22294054,11/9/1999 0:00:00,3,946989,Cod Pond,0.199000000000000,0.000000000000000,02020002001075,390,39004,0.022307342053400,49.225299999999997,2131.646326359999900,1104COD0286,1104COD0286_C,-74.141998299999997,43.515399899999998,5,Warren,Lake,Centroid,0.022307341622400,0.000022190295202,W02020002001075
601,W02020002001076,1.764660638000000,0.086804602,0,0,0,0.001098792,68.789899899999995,10.614334850000001,8.081618301000001,0.161522487,1.2042765,0.001098792,0,8.893625905000000,0.401059236,33054,33055,1,33054,2254,22294024,11/9/1999 0:00:00,3,949549,Elm Lake,0.261000000000000,0.000000000000000,02020002001076,390,39004,0.026406271754200,64.567300000000003,2706.106666719999800,1104ELM0304,1104ELM0304_C,-74.333000200000001,43.542499499999998,5,Hamilton,Lake,Centroid,0.026406271609500,0.000029120507018,W02020002001076
602,W02020002001077,1.171698963000000,0,0,0,0,0,38.102748990000002,37.607030190000003,4.438936458000000,0,0,0,0,15.637674629999999,3.041910771,34059,34060,0,34059,3259,22294864,11/9/1999 0:00:00,3, , ,0.127000000000000,0.000000000000000,02020002001077,390,39004,0.035417187444100,31.248600000000000,3169.311610509999800, , ,0.000000000000000,0.000000000000000,0, , , ,0.035417186060100,0.000014081728212,W02020002001077
603,W02020002001078,0.716056183000000,0,0,0,0,0,82.759570370000006,2.726521619000000,2.946846599000000,0,0.082621867,0,0,9.721839714000000,1.046543652,32392,32393,1,32392,1592,22294040,11/9/1999 0:00:00,3,972056,Hayes Flow,0.097000000000000,0.000000000000000,02020002001078,390,39004,0.026798282455700,23.894100000000002,2581.899497620000100,1104HAY0302,1104HAY0302_C,-74.227401700000001,43.532699600000001,5,Hamilton,Lake,Centroid,0.026798281874300,0.000010774167142,W02020002001078
604,W02020002001079,4.156479218000000,0,0,0,0,0,85.819070900000000,0.122249389000000,0.244498778000000,1.95599022,0.122249389,0,0,7.579462103000000,0,33056,33057,1,33056,2256,22294034,11/9/1999 0:00:00,3, , ,0.027000000000000,0.000000000000000,02020002001079,390,39004,0.007619104014300,6.595843011770000,663.557384587999990,1104PIN0305,1104PIN0305_C,-74.315101600000006,43.537799800000002,5,Hamilton,Lake,Centroid,0.007619104647770,0.000002974565826,W02020002001079
605,W02020002001080,13.636363640000001,0,0,0,0,0,70.000000000000000,8.181818182000001,8.181818182000001,0,0,0,0,0.000000000000000,0,33059,33060,1,33059,2259,22294056,11/9/1999 0:00:00,3,945075,Buckhorn Ponds,0.026000000000000,0.000000000000000,02020002001080,390,39004,0.006581955823140,6.414393610900000,633.705536335000030,1104BUC0284,1104BUC0284_C,-74.213203399999998,43.516201000000002,5,Hamilton,Lake,Centroid,0.006581955583130,0.000002891640162,W02020002001080
606,W02020002001081,3.693931398000000,0,0,0,0,0,73.614775730000005,7.387862797000000,2.242744063000000,0.593667546,1.121372032,0,0,11.279683380000000,0.065963061,33815,33816,1,33815,3015,22294046,11/9/1999 0:00:00,3,960505,Pine Lakes,0.047000000000000,0.000000000000000,02020002001081,390,39004,0.009517874091390,11.626500000000000,851.001236834000000,1104PIN0303,1104PIN0303_C,-74.317100499999995,43.530898999999998,5,Hamilton,Lake,Centroid,0.009517873699490,0.000005242684406,W02020002001081
607,W02020002001082,1.246969172000000,0,0,0,0,0,67.578801519999999,6.304121926000000,11.984759270000000,0,0.069276065,0,0,11.880845170000001,0.935226879,34058,34059,1,34058,3258,120053721,3/16/2004 0:00:00,3, , ,0.030000000000000,0.000000000000000,02020002001082,390,39004,0.009955103747810,7.350766955080000,858.899887049999960,1104RUS0281B,1104RUS0281B_C,-74.146003699999994,43.499599500000002,5,Warren,Lake,Centroid,0.009955104025730,0.000003312829441,W02020002001082
608,W02020002001083,1.730849366000000,0.088422722,0,0,0,0.001016353,68.208474350000003,10.745901560000000,7.738512669000000,0.190058034,1.173887856,0.01626165,0,9.662469128000000,0.444146314,33060,33061,0,33060,2260,22294060,11/9/1999 0:00:00,3, , ,0.011000000000000,0.000000000000000,02020002001083,390,39004,0.004245765428970,2.737722725440000,412.193439243000000, , ,0.000000000000000,0.000000000000000,0, , , ,0.004245764515570,0.000001234186258,W02020002001083
609,W02020002001084,1.525074011000000,3.247510541,0,0,0,0,77.715977390000006,3.095003140000000,4.162554948000000,0,0.143536378,0,0,9.285009420000000,0.825334171,33057,33058,1,33057,2257,22294052,11/9/1999 0:00:00,3,958037,Mud Lake,0.058000000000000,0.000000000000000,02020002001084,390,39004,0.012200655836800,14.442399999999999,1186.021030520000100,1104MUD0316,1104MUD0316_C,-74.429496799999995,43.519001000000003,5,Hamilton,Lake,Centroid,0.012200653946500,0.000006511295000,W02020002001084
610,W02020002001085,0.000000000000000,0.253646164,0,0,0,0,36.176284080000002,24.984147109999999,33.291058970000002,0,0,0,0,5.136334813000000,0.158528852,33583,33584,1,33583,2783,22294930,11/9/1999 0:00:00,3, , ,0.016000000000000,0.000000000000000,02020002001085,390,39004,0.007318593494510,3.915193667490000,645.154093828999980,1104UWB0281A,1104UWB0281A_C,-74.207000699999995,43.474998499999998,5,Hamilton,Lake,Centroid,0.007318594081400,0.000001763798355,W02020002001085
611,W02020002001086,18.378378380000001,0,0,0,0,0,53.513513510000003,12.432432430000000,14.594594590000000,0,1.081081081,0,0,0.000000000000000,0,33584,33585,1,33584,2784,22294952,11/9/1999 0:00:00,3,965137,Shiras Pond,0.029000000000000,0.000000000000000,02020002001086,390,39004,0.006976646741830,7.140598729780000,677.394671914000010,1104SHI0282,1104SHI0282_C,-74.145202600000005,43.465400699999996,5,Warren,Lake,Centroid,0.006976646712130,0.000003216320299,W02020002001086
612,W02020002001087,14.814814810000000,0,0,0,0,0,62.592592590000002,7.777777778000000,1.851851852000000,8.888888889,0.37037037,0,0,3.703703704000000,0,33580,33581,1,33580,2780,22294896,11/9/1999 0:00:00,3, , ,0.041000000000000,0.000000000000000,02020002001087,390,39004,0.010839796498800,10.115800000000000,1045.641067810000100,1104JOH0301,1104JOH0301_C,-74.283599899999999,43.488201099999998,5,Hamilton,Lake,Centroid,0.010839795165700,0.000004558309095,W02020002001087
613,W02020002001089,2.610837438000000,6.206896552,0.147783251,0,0,0,47.339901480000002,25.960591130000001,14.482758620000000,0,0.049261084,0.492610837,0,2.561576355000000,0.147783251,33922,33923,0,33922,3122,22294080,11/9/1999 0:00:00,3, , ,0.040000000000000,0.000000000000000,02020002001089,390,39004,0.009888831497580,9.865686031170000,896.875064092999990, , ,0.000000000000000,0.000000000000000,0, , , ,0.009888833000330,0.000004446602615,W02020002001089
614,W02020002001090,10.097323599999999,0,0,0,0,0,30.231143549999999,20.802919710000001,36.313868610000000,0,0,0,0,2.493917275000000,0.060827251,33273,33274,1,33273,2473,22294986,11/9/1999 0:00:00,3,963589,Saint John Lake,0.132000000000000,0.000000000000000,02020002001090,390,39004,0.019994749312100,32.554299999999998,1925.505443199999900,1104STJ0192,1104STJ0192_C,-74.060600300000004,43.443100000000001,5,Warren,Lake,Centroid,0.019994750050500,0.000014657624877,W02020002001090
615,W02020002001091,11.658653850000000,0,0,0,0,0,56.610576920000000,17.427884620000000,8.413461538000000,0,0.480769231,0,0,5.408653846000000,0,34115,34116,1,34115,3315,22294070,8/24/2009 0:00:00,3,965652,Lake Sound,0.089000000000000,0.000000000000000,02020002001091,390,39004,0.013773503385200,21.901800000000001,1323.774588090000000,1104SOU0315,1104SOU0315_C,-74.418197599999999,43.504699700000003,5,Hamilton,Lake,Centroid,0.013773502999500,0.000009872063847,W02020002001091
616,W02020002001092,4.215456674000000,0,0,0,0,0,27.634660419999999,14.285714290000000,49.648711939999998,0,0,0,0,3.981264637000000,0.234192037,33286,33287,1,33286,2486,22294998,11/9/1999 0:00:00,3,955639,Little Pond,0.019000000000000,0.000000000000000,02020002001092,390,39004,0.006356302382880,4.597827678590000,573.247191438999950,1104LIT0333,1104LIT0333_C,-74.053100599999993,43.441101099999997,5,Warren,Lake,Centroid,0.006356302229540,0.000002070107922,W02020002001092
617,W02020002001093,13.544314600000000,2.685319457,0.131365691,0.010236288,0,0.005118144,53.631323039999998,10.548494410000000,9.164889533000000,0.175722938,0.972447326,0.046063294,0.097244733,8.514885268000001,0.472575279,33578,33579,1,33578,2778,120053722,3/16/2004 0:00:00,3,963159,Sacandaga Lake,6.388000000000000,0.000000000000000,02020002001093,390,39004,0.210859626504000,1577.430000000000100,19517.813254799999000,1104SAC0314,1104SAC0314_C,-74.421699500000003,43.480598399999998,5,Hamilton,Lake,Centroid,0.210859624890000,0.000710802229896,W02020002001093
618,W02020002001094,23.184458970000001,0,0,0,0,0,36.801016699999998,19.353667389999998,13.326071170000001,0,0.272331155,0,0,6.517792302000000,0.544662309,32636,32637,1,32636,1836,22294884,11/9/1999 0:00:00,3,949933,Fawn Lake,1.164000000000000,0.000000000000000,02020002001094,390,39004,0.060014995579700,287.331999999999990,5720.015046810000100,1104FAW0247,1104FAW0247_C,-74.454803499999997,43.488998400000000,5,Hamilton,Lake,Centroid,0.060014995378600,0.000129480298356,W02020002001094
619,W02020002001095,2.947202522000000,1.623325453,0.031520883,0,0,0,84.633569739999999,4.791174153000000,3.404255319000000,0.189125296,0.110323089,0,0,1.907013396000000,0.36249015,33857,33858,2,33857,3057,22294948,11/9/1999 0:00:00,3,951134,Gilman Lake,0.186000000000000,0.000000000000000,02020002001095,390,39004,0.024390275044100,45.902700000000003,2506.179782740000100,1104GIL0281,1104GIL0281_C,-74.315299999999993,43.464199100000002,5,Hamilton,Lake,Centroid,0.024390274981000,0.000020676333382,W02020002001095
620,W02020002001097,6.343283582000000,0,0,0,0,0,66.231343280000004,0.000000000000000,6.156716418000000,0.373134328,0.186567164,0,0,20.522388060000001,0.186567164,33579,33580,1,33579,2779,22294894,11/9/1999 0:00:00,3,958036,Mud Lake,0.031000000000000,0.000000000000000,02020002001097,390,39004,0.008048278121320,7.655478269720000,824.294304962999950,1104MUD0245,1104MUD0245_C,-74.496902500000004,43.490799000000003,5,Hamilton,Lake,Centroid,0.008048278942510,0.000003449926272,W02020002001097
621,W02020002001098,2.358279542000000,1.450757334,0.019173004,0,0,0,71.770946510000002,11.970345750000000,9.139132102000000,0.191730044,0.223685051,0,0,2.620310603000000,0.255640059,33268,33269,1,33268,2468,22294966,11/9/1999 0:00:00,3,948815,Dunning Pond,0.024000000000000,0.000000000000000,02020002001098,390,39004,0.006868333712130,5.916061952510000,663.038946928999960,1104DUN0279,1104DUN0279_C,-74.296402000000000,43.456001299999997,5,Hamilton,Lake,Centroid,0.006868334356140,0.000002664443876,W02020002001098
622,W02020002001099,3.724008018000000,0,0,0,0,0,57.671408219999996,10.817011620000001,9.863066631000001,0.070036467,0.03864081,0,0,16.741130729999998,1.074697515,33581,33582,1,33581,2781,22294900,11/9/1999 0:00:00,3,968590,Vly Lake,0.194000000000000,0.000000000000000,02020002001099,390,39004,0.030598041378800,47.792400000000001,3006.853853399999900,1104VLY0244,1104VLY0244_C,-74.489997900000006,43.485401199999998,5,Hamilton,Lake,Centroid,0.030598041567000,0.000021535265998,W02020002001099
623,W02020002001100,2.995549317000000,0.932481692,0.115338717,0.026798855,0.009031658,0.021912876,64.783047730000007,11.968575749999999,12.295788290000001,0.203878579,0.380958303,0.032129014,0.008439418,5.779372877000000,0.44669693,33274,33275,0,33274,2474,22294988,11/9/1999 0:00:00,3, , ,0.210000000000000,0.000000000000000,02020002001100,390,39004,0.067165150840200,51.938699999999997,6555.384206759999900, , ,0.000000000000000,0.000000000000000,0, , , ,0.067165149433800,0.000023383387858,W02020002001100
624,W02020002001101,15.237718400000000,3.270580395,0.383181657,0.120785522,0.04165018,0.009371291,51.596243149999999,11.051875300000001,8.128032654000000,0.245736063,0.699723026,0.071846561,0.059351507,8.580978363000000,0.502925925,34119,34120,3,34119,3319,22294886,8/24/2009 0:00:00,3,960740,Lake Pleasant,5.802000000000000,0.000000000000000,02020002001101,390,39004,0.162154534954000,1432.740000000000000,15111.124342100000000,1104PLE0313,1104PLE0313_C,-74.363799999999998,43.487201700000000,5,Hamilton,Lake,Centroid,0.162154536046000,0.000645520219636,W02020002001101
625,W02020002001102,2.810498037000000,1.157263897,0.041330853,0,0,0,63.732176070000001,17.193635050000001,8.137011779000000,0.222153337,0.423641248,0.268650548,0,5.466005373000000,0.547633809,33292,33293,1,33292,2492,22295020,11/9/1999 0:00:00,3,952279,Harrisburg Lake,0.314000000000000,0.000000000000000,02020002001102,390,39004,0.043674647984800,77.582999999999998,4088.063942199999900,1104HAR0189,1104HAR0189_C,-74.079597500000006,43.407798800000002,5,Warren,Lake,Centroid,0.043674647345700,0.000034912868756,W02020002001102
626,W02020002001104,11.887382690000001,0,0,0,0,0,58.289885300000002,3.441084463000000,26.173096980000000,0,0,0,0,0.104275287000000,0.104275287,33289,33290,1,33289,2489,22295010,11/9/1999 0:00:00,3,958427,New Lake,0.094000000000000,0.000000000000000,02020002001104,390,39004,0.013248388071100,23.213799999999999,1215.908119219999900,1104NEW0187,1104NEW0187_C,-74.145301799999999,43.423500099999998,5,Warren,Lake,Centroid,0.013248388645200,0.000010448922539,W02020002001104
627,W02020002001106,16.313559320000000,7.097457627,0,0,0,0,48.411016949999997,20.444915250000001,5.720338983000000,1.165254237,0.847457627,0,0,0.000000000000000,0,33285,33286,1,33285,2485,22294996,11/9/1999 0:00:00,3,946408,Charley Lake,0.140000000000000,0.000000000000000,02020002001106,390,39004,0.017888436859100,34.625200000000000,1709.783041160000000,1104CHA0280,1104CHA0280_C,-74.319702100000001,43.441600800000003,5,Hamilton,Lake,Centroid,0.017888437110000,0.000015590602067,W02020002001106
628,W02020002001107,12.485811580000000,0,0,0,0,0,80.590238369999994,1.589103292000000,4.767309875000000,0,0.56753689,0,0,0.000000000000000,0,33271,33272,1,33271,2471,22294976,11/9/1999 0:00:00,3,964385,Sand Lake,0.089000000000000,0.000000000000000,02020002001107,390,39004,0.012978972697400,22.057300000000001,1292.128400690000000,1104SAN0221,1104SAN0221_C,-74.370597799999999,43.448898300000003,5,Hamilton,Lake,Centroid,0.012978973362000,0.000009933042356,W02020002001107
629,W02020002001108,1.573676681000000,0,0,0,0,0,85.836909870000000,5.150214592000000,1.001430615000000,0,0.143061516,0,0,6.294706724000000,0,33582,33583,1,33582,2782,22294924,11/9/1999 0:00:00,3,948214,Deer Pond,0.013000000000000,0.000000000000000,02020002001108,390,39004,0.005386031152050,3.196815763140000,522.924742431000030,1104DEE0242,1104DEE0242_C,-74.553497300000004,43.477798499999999,5,Hamilton,Lake,Centroid,0.005386031389870,0.000001440343196,W02020002001108
630,W02020002001110,10.500624360000000,0.12487229,0,0,0,0.011352026,72.425928029999994,4.393234192000000,4.904075377000000,0.647065501,1.112498581,0,0,4.540810535000000,1.339539108,33589,33590,1,33589,2789,22295050,11/9/1999 0:00:00,3,957099,Middle Flow,0.220000000000000,0.000000000000000,02020002001110,390,39004,0.031055035543900,54.283600000000000,3019.926839969999900,1104MID0211A,1104MID0211A_C,-74.025001500000002,43.385200500000003,5,Warren,Lake,Centroid,0.031055036719800,0.000024418713182,W02020002001110
631,W02020002001111,12.710450480000000,0,0,0,0,0.015167602,72.743819200000004,4.004246929000000,3.534051266000000,0.864553314,0.621871682,0,0,4.110420143000000,1.395419384,33591,33592,2,33591,2791,22295058,11/9/1999 0:00:00,3,955749,Livingston Lake,0.935000000000000,0.000000000000000,02020002001111,390,39004,0.086766017183400,230.846000000000000,8241.665940650000300,1104LIV0212,1104LIV0212_C,-74.039901700000001,43.373401600000001,5,Saratoga,Lake,Centroid,0.086766017439200,0.000103819895049,W02020002001111
632,W02020002001112,1.938461538000000,0,0,0,0,0,62.615384620000000,16.092307689999998,16.969230769999999,0.015384615,0.215384615,0,0,1.707692308000000,0.446153846,33287,33288,0,33287,2487,22295000,11/9/1999 0:00:00,3, , ,0.053000000000000,0.000000000000000,02020002001112,390,39004,0.013882262311900,13.164800000000000,1232.912964220000000, , ,0.000000000000000,0.000000000000000,0, , , ,0.013882262827800,0.000005927539488,W02020002001112
633,W02020002001113,22.517436069999999,0,0,0,0,0,50.913317829999997,10.229159750000001,14.214546660000000,0.431750249,0.199269346,0,0,1.494520093000000,0,33586,33587,1,33586,2786,22295034,11/9/1999 0:00:00,3,971242,Wilcox Lake,0.539000000000000,0.000000000000000,02020002001113,390,39004,0.050940796170400,133.015999999999990,4795.182283719999800,1104WIL0188,1104WIL0188_C,-74.150199900000004,43.401901199999998,5,Warren,Lake,Centroid,0.050940795912400,0.000059851648390,W02020002001113
634,W02020002001114,3.271193093000000,0.052982732,0.047095761,0,0,0,53.328100470000003,11.261773939999999,10.368916799999999,0.10989011,0.386577708,0.027472527,0,20.025510199999999,1.120486656,33270,33271,0,33270,2470,22294972,11/9/1999 0:00:00,3,949883,Fall Lake,0.124000000000000,0.000000000000000,02020002001114,390,39004,0.022615163721400,30.728500000000000,2074.561106830000000, , ,0.000000000000000,0.000000000000000,0, , , ,0.022615164211000,0.000013839336035,W02020002001114
635,W02020002001115,10.143855880000000,2.433449852,0.369723044,0.020166711,0,0.013444474,48.386663079999998,15.192255980000001,8.980908846000000,0.073944609,0.510890024,0.90077978,0.04705566,12.315138480000000,0.611723582,33272,33273,1,33272,2472,22294980,11/9/1999 0:00:00,3,959710,Oxbow Lake,1.201000000000000,0.000000000000000,02020002001115,390,39004,0.075584077935300,296.461999999999990,6940.127430950000400,1104OXB0252,1104OXB0252_C,-74.481399499999995,43.442401900000000,5,Hamilton,Lake,Centroid,0.075584077979900,0.000133494196061,W02020002001115
636,W02020002001116,9.632107023000000,0,0,0,0,0,62.408026759999998,18.729096989999999,6.688963211000000,0.133779264,1.204013378,1.204013378,0,0.000000000000000,0,33283,33284,1,33283,2483,22294992,11/9/1999 0:00:00,3,942218,Airdwood Lake,0.128000000000000,0.000000000000000,02020002001116,390,39004,0.019303534962600,31.712399999999999,1667.445813990000000,1104AIR0254,1104AIR0254_C,-74.452201799999997,43.444099399999999,5,Hamilton,Lake,Centroid,0.019303535597100,0.000014280119365,W02020002001116
637,W02020002001117,16.927899690000000,0,0,0,0,0,70.846394979999999,0.000000000000000,0.000000000000000,0,0.313479624,0,0,11.598746080000000,0.313479624,33595,33596,1,33595,2795,22295072,11/9/1999 0:00:00,3,945152,Bullhead Pond,0.043000000000000,0.000000000000000,02020002001117,390,39004,0.012200281163500,10.667199999999999,1054.632948320000000,1104BUL0190,1104BUL0190_C,-74.060096700000003,43.373600000000003,5,Saratoga,Lake,Centroid,0.012200280613600,0.000004797495070,W02020002001117
638,W02020002001118,5.528255528000000,0,0,0,0,0,72.235872240000006,12.899262900000000,7.371007371000000,0,1.228501229,0,0,0.737100737000000,0,33269,33270,1,33269,2469,22294970,11/9/1999 0:00:00,3,964667,Scotch Lake,0.035000000000000,0.000000000000000,02020002001118,390,39004,0.008676140322030,8.707496420769999,856.207852008000030,1104SCO0241,1104SCO0241_C,-74.554298399999993,43.456001299999997,5,Hamilton,Lake,Centroid,0.008676139421070,0.000003921796408,W02020002001118
639,W02020002001119,2.878466815000000,1.003189229,0.140732774,0.0334441,0.009364348,0.047758175,62.954639100000001,13.056844269999999,12.861263170000001,0.201333483,0.354373686,0.101803841,0.007759031,5.898201510000000,0.450826471,33294,33295,2,33294,2494,22295028,11/9/1999 0:00:00,3,942322,Lake Algonquin,0.943000000000000,0.000000000000000,02020002001119,390,39004,0.112902190023000,232.918000000000010,10506.241250100000000,1104ALG0276A,1104ALG0276A_C,-74.293296799999993,43.395999900000000,5,Hamilton,Lake,Centroid,0.112902191710000,0.000104798583630,W02020002001119
640,W02020002001120,4.672841705000000,0.647191545,0.035625223,0,0,0,60.788504930000002,12.468827930000000,17.456359100000000,0.18406365,0.130625816,0.231563947,0,3.004393777000000,0.380002375,33288,33289,1,33288,2488,22295002,11/9/1999 0:00:00,3,952099,Hamilton Lake,0.561000000000000,0.000000000000000,02020002001120,390,39004,0.057034159030300,138.411000000000000,5279.335619180000300,1104HAM0220,1104HAM0220_C,-74.389297499999998,43.429901100000002,5,Hamilton,Lake,Centroid,0.057034158351600,0.000062313550467,W02020002001120
641,W02020002001121,0.000000000000000,0,0,0,0,0,20.240480959999999,40.881763530000001,29.859719439999999,0,0,0,0,2.404809619000000,6.613226453,33293,33294,0,33293,2493,22295026,11/9/1999 0:00:00,3, , ,0.017000000000000,0.000000000000000,02020002001121,390,39004,0.005639197646850,4.186021962040000,534.726052066999960, , ,0.000000000000000,0.000000000000000,0, , , ,0.005639196858030,0.000001884066076,W02020002001121
642,W02020002001124,4.438137015000000,0,0,0,0,0,78.725325760000004,4.180105793000000,4.657463553000000,2.515804412,1.432073281,0,0,3.406012127000000,0.645078054,34060,34061,1,34060,3260,22295084,11/9/1999 0:00:00,3,967154,Tenant Lake,0.296000000000000,0.000000000000000,02020002001124,390,39004,0.037736376009300,72.995300000000000,3781.647045610000100,1104TEN0186,1104TEN0186_C,-74.094497700000005,43.361698199999999,5,Saratoga,Lake,Centroid,0.037736377329800,0.000032823070194,W02020002001124
643,W02020002001125,0.791139241000000,2.900843882,0,0,0,0,74.419831220000006,8.069620253000000,6.698312236000000,0.421940928,0.158227848,0,0,4.852320675000000,1.687763713,32918,32919,1,32918,2118,22294582,10/13/1999 0:00:00,3, , ,0.036000000000000,0.000000000000000,02020002001125,390,39004,0.008133751026280,8.800146261080000,732.061091466999980,1104UWB5238,1104UWB5238_C,-73.978996300000006,43.349098200000000,5,Saratoga,Lake,Centroid,0.008133749964460,0.000003956106290,W02020002001125
644,W02020002001127,4.956931578000000,1.673980172,0,0,0,0,46.936453759999999,27.693807899999999,16.739801719999999,0,0.24378352,0.081261173,0,1.608971234000000,0.065008939,34026,34027,1,34026,3226,22294584,10/13/1999 0:00:00,3,943585,Bell Brook Pond,0.259000000000000,316.000000000000000,02020002001127,390,39009,0.026199729721700,63.853600000000000,2738.331423189999900,1104BEL0212A,1104BEL0212A_C,-73.937301599999998,43.344501500000000,5,Saratoga,Lake,Centroid,0.026199729804200,0.000028702853706,W02020002001127
645,W02020002001129,1.519052523000000,0,0,0,0,0,64.289392379999995,12.744593200000001,20.442842429999999,0.128733265,0.025746653,0,0,0.823892894000000,0.025746653,34111,34112,1,34111,3311,22295030,8/24/2009 0:00:00,3,946424,Lake Chartreuse,0.055000000000000,0.000000000000000,02020002001129,390,39004,0.010725078668100,13.538100000000000,979.335688860000000,1104CHA0219,1104CHA0219_C,-74.388702400000000,43.410099000000002,5,Hamilton,Lake,Centroid,0.010725077951900,0.000006092785639,W02020002001129
646,W02020002001131,9.560229445999999,0,0,0,0,0,76.195028679999993,0.478011472000000,3.059273423000000,0.047801147,0.908221797,0,0,8.317399618000000,1.434034417,33290,33291,1,33290,2490,22295014,11/9/1999 0:00:00,3,945072,Buckhorn Lake,0.160000000000000,0.000000000000000,02020002001131,390,39004,0.020187523135200,39.422600000000003,1867.131128830000100,1104BUC0251,1104BUC0251_C,-74.477897600000006,43.418201400000001,5,Hamilton,Lake,Centroid,0.020187523089200,0.000017744486445,W02020002001131
647,W02020002001132,4.018833025000000,0,0,0,0,0,60.366571380000003,6.843786783000000,16.176223310000001,0.016815201,0.336304019,0,0,11.249369430000000,0.992096856,33291,33292,1,33291,2491,22295018,11/9/1999 0:00:00,3,955576,Little Lake,0.021000000000000,0.000000000000000,02020002001132,390,39004,0.007496473205180,5.259075718760000,639.810181133000010,1104LIT0250,1104LIT0250_C,-74.495300299999997,43.417900099999997,5,Hamilton,Lake,Centroid,0.007496472503230,0.000002367166657,W02020002001132
648,W02020002001133,7.547169811000000,0,0,0,0,0,77.672955970000004,1.572327044000000,12.893081759999999,0,0.314465409,0,0,0.000000000000000,0,33858,33859,1,33858,3058,22295008,11/9/1999 0:00:00,3,972090,Warner Lake,0.017000000000000,0.000000000000000,02020002001133,390,39004,0.005771867496830,4.131541341240000,571.750018144000020,1104WAR0240,1104WAR0240_C,-74.562797500000002,43.429798099999999,5,Hamilton,Lake,Centroid,0.005771867705690,0.000001860036841,W02020002001133
649,W02020002001134,3.472916964000000,0.343004145,0,0,0,0,74.803487210000000,2.572531085000000,3.472916964000000,6.788623696,1.57210233,0,0,6.802915535000000,0.171502072,33618,33619,1,33618,2818,22295128,11/9/1999 0:00:00,3,964383,Sand Lake,0.199000000000000,0.000000000000000,02020002001134,390,39004,0.022333824772900,49.194299999999998,2232.258462079999800,1104SAN0210,1104SAN0210_C,-74.069900500000003,43.343799599999997,5,Saratoga,Lake,Centroid,0.022333825198400,0.000022114010349,W02020002001134
650,W02020002001135,3.261507504000000,0,0,0,0,0,77.278443870000004,4.971912468000000,3.705877421000000,3.689108745,1.819401358,0,0,4.267628071000000,1.006120567,33615,33616,0,33615,2815,22295120,11/9/1999 0:00:00,3, , ,0.018000000000000,0.000000000000000,02020002001135,390,39004,0.006376935293050,4.545835564130000,575.098060584999980, , ,0.000000000000000,0.000000000000000,0, , , ,0.006376934286740,0.000002043701500,W02020002001135
